R0000100,R0173600,R0214800,H0012400,H0012500,R0214700,R0217900,T4120500
211,5,2,1,1,0,20000,32
212,1,1,1,4,0,NA,30
213,1,1,1,3,0,NA,NA
214,1,1,0,1,0,NA,-998
215,1,1,NA,NA,0,30000,NA
216,5,2,NA,NA,0,21100,NA
217,1,1,NA,NA,0,NA,NA
218,1,1,1,2,0,15000,31
219,5,2,1,2,0,55000,-998
220,5,2,1,2,0,55000,-998
221,7,2,0,5,1,8400,21
222,3,1,0,2,1,8600,24
223,3,1,1,2,1,8900,18
224,7,2,0,3,1,8400,14
225,4,1,NA,NA,0,9156,NA
226,4,1,NA,NA,0,9156,NA
227,7,2,0,2,1,5184,17
228,8,2,0,2,0,8450,22
229,5,2,0,1,0,NA,29
230,1,1,1,2,0,19000,-998
231,5,2,0,2,0,29000,32
232,1,1,1,2,0,29000,24
233,1,1,1,2,0,29000,21
234,2,1,1,1,0,5000,19
235,1,1,0,1,0,16000,28
236,5,2,1,1,0,30000,26
237,5,2,0,5,0,5710,23
238,6,2,NA,NA,0,12000,NA
239,6,2,0,3,0,75,19
240,6,2,0,3,0,10000,22
241,2,1,NA,NA,0,10000,NA
242,5,2,0,1,0,7236,27
243,1,1,0,1,0,12600,26
244,5,2,1,2,0,7910,18
245,5,2,1,1,0,15000,29
246,1,1,NA,NA,0,15000,NA
247,2,1,0,4,0,6000,27
248,2,1,0,2,0,7000,22
249,6,2,1,1,0,7000,18
250,5,2,0,1,0,10600,24
251,2,1,0,2,0,6000,-998
252,6,2,1,2,0,6000,19
253,1,1,0,3,0,14000,-998
254,5,2,1,1,0,NA,20
255,5,2,0,2,0,22000,21
256,5,2,1,2,0,18000,18
257,1,1,0,4,0,18000,34
258,5,2,1,2,0,19450,22
259,1,1,0,2,0,19700,21
260,1,1,1,1,0,27000,24
261,1,1,1,2,0,27000,37
262,5,2,NA,NA,0,21000,NA
263,1,1,NA,NA,0,21000,NA
264,5,2,NA,NA,0,8000,NA
265,5,2,0,1,0,38000,28
266,2,1,NA,NA,0,9200,NA
267,1,1,NA,NA,0,18000,-998
268,1,1,1,3,0,11500,33
269,2,1,0,1,0,8000,31
270,1,1,NA,NA,0,NA,NA
271,5,2,NA,NA,0,NA,NA
272,5,2,0,2,0,13870,27
273,1,1,0,1,0,13870,32
274,2,1,1,3,0,5800,19
275,6,2,1,2,0,5800,28
276,5,2,0,2,0,18000,NA
277,1,1,1,1,0,NA,-998
278,5,2,1,2,0,9000,NA
279,1,1,1,1,0,25000,NA
280,5,2,NA,NA,0,NA,NA
281,1,1,1,2,0,25000,34
282,5,2,1,2,0,25000,28
283,4,1,1,2,0,29000,25
284,4,1,0,1,0,27000,-998
285,8,2,1,2,0,29000,16
286,8,2,1,2,0,13000,-998
287,5,2,1,3,0,NA,NA
288,5,2,0,3,0,NA,18
289,5,2,1,3,0,NA,19
290,8,2,0,2,0,17900,19
291,3,1,0,1,1,3000,-998
292,5,2,0,1,0,NA,32
293,5,2,1,1,0,NA,26
294,5,2,1,2,0,20000,22
295,1,1,NA,NA,0,14000,NA
296,1,1,0,2,0,19000,NA
297,5,2,1,3,0,16705,21
298,8,2,NA,NA,0,4872,NA
299,4,1,0,3,0,4872,-998
300,4,1,1,1,0,4000,NA
301,4,1,0,2,0,6800,27
302,4,1,1,1,0,6300,27
303,4,1,0,1,0,6800,28
304,4,1,0,1,0,6300,-998
305,8,2,0,2,0,2956,17
306,3,1,0,2,1,7226,-998
307,5,2,0,2,0,NA,-998
308,1,1,0,3,0,NA,-998
309,1,1,0,3,0,38000,NA
310,1,1,0,1,0,30000,29
311,1,1,1,2,0,30000,-998
312,5,2,1,1,0,17000,20
313,1,1,0,2,0,17000,21
314,5,2,1,2,0,NA,22
315,1,1,0,2,0,NA,NA
316,1,1,1,3,0,NA,26
317,1,1,1,2,0,29000,33
318,1,1,NA,NA,0,45000,NA
319,5,2,0,2,0,31010,-998
320,1,1,0,1,0,NA,30
321,5,2,0,3,0,50000,NA
322,5,2,1,1,0,45000,30
323,1,1,0,2,0,30000,22
324,1,1,0,1,0,30000,22
325,1,1,NA,NA,0,30000,NA
326,5,2,NA,NA,0,28000,NA
327,5,2,1,1,0,75000,NA
328,4,1,NA,NA,0,2000,NA
329,4,1,NA,NA,0,2000,NA
330,4,1,NA,NA,0,5780,NA
331,4,1,0,1,0,4932,-998
332,4,1,0,1,0,5780,21
333,7,2,0,2,1,10600,23
334,3,1,NA,NA,1,NA,NA
335,7,2,0,4,1,800,32
336,3,1,NA,NA,1,6000,19
337,3,1,0,3,1,5000,20
338,7,2,0,2,1,6000,NA
339,7,2,1,3,1,6000,20
340,7,2,0,1,1,6000,19
341,5,2,0,4,0,17000,NA
342,1,1,1,1,0,17000,33
343,7,2,0,3,1,11400,19
344,5,2,1,2,0,NA,30
345,7,2,NA,NA,1,20000,NA
346,1,1,1,1,0,15300,32
347,5,2,1,1,0,23000,NA
348,1,1,0,2,0,49000,NA
349,1,1,0,1,0,49000,NA
350,1,1,0,2,0,49000,35
351,1,1,0,1,0,35000,25
352,5,2,1,2,0,35000,-998
353,1,1,0,1,0,21975,NA
354,5,2,1,2,0,21975,32
355,1,1,0,2,0,21975,27
356,1,1,0,2,0,25000,-998
357,1,1,0,1,0,25000,35
358,1,1,1,1,0,40000,32
359,5,2,0,2,0,30000,NA
360,5,2,1,5,0,45000,-998
361,1,1,0,3,0,15000,NA
362,1,1,0,4,0,12000,-998
363,5,2,0,5,0,12000,-998
364,1,1,0,3,0,NA,28
365,5,2,0,2,0,NA,25
366,1,1,NA,NA,0,NA,NA
367,5,2,0,1,0,30000,-998
368,7,2,1,4,1,40000,-998
369,5,2,1,1,0,46000,32
370,5,2,1,2,0,46000,-998
371,5,2,NA,NA,0,33000,NA
372,1,1,1,3,0,33000,31
373,5,2,1,2,0,30270,22
374,5,2,0,1,0,30270,NA
375,1,1,0,2,0,30270,NA
376,2,1,0,2,0,8500,29
377,3,1,0,1,1,5400,23
378,3,1,0,2,1,5400,34
379,7,2,1,1,1,4900,19
380,3,1,0,1,1,NA,18
381,3,1,0,2,1,12320,20
382,7,2,1,4,1,7065,16
383,3,1,NA,NA,1,7065,NA
384,3,1,NA,NA,1,7065,NA
385,7,2,1,1,1,21500,24
386,7,2,1,2,1,21500,-998
387,3,1,1,1,1,21500,-998
388,7,2,1,3,1,11148,24
389,5,2,1,1,0,39000,NA
390,7,2,1,2,1,14000,NA
391,7,2,0,3,1,14000,18
392,1,1,0,1,0,29000,27
393,1,1,0,2,0,29000,37
394,3,1,1,4,1,10000,18
395,7,2,1,4,1,NA,21
396,3,1,0,3,1,4200,24
397,7,2,0,3,1,3900,NA
398,3,1,0,1,1,5300,21
399,5,2,1,1,0,25500,27
400,5,2,1,1,0,25500,28
401,5,2,0,2,0,20000,20
402,5,2,0,3,0,NA,23
403,1,1,1,1,0,3000,-998
404,1,1,NA,NA,0,22000,NA
405,5,2,1,3,0,20000,32
406,1,1,1,2,0,22000,-998
407,5,2,0,2,0,15000,31
408,1,1,0,2,0,35000,19
409,2,1,1,3,0,3617,25
410,1,1,0,1,0,16000,23
411,1,1,1,3,0,20000,18
412,1,1,1,1,0,20000,24
413,1,1,NA,NA,0,29000,NA
414,5,2,0,1,0,9500,22
415,1,1,0,1,0,NA,26
416,5,2,0,1,0,NA,26
417,1,1,1,2,0,NA,25
418,5,2,0,2,0,6000,24
419,1,1,0,1,0,18000,36
420,1,1,0,1,0,18000,25
421,1,1,1,2,0,63000,NA
422,1,1,1,2,0,63000,28
423,5,2,1,1,0,70000,34
424,1,1,0,3,0,14000,NA
425,5,2,1,3,0,NA,18
426,4,1,0,1,0,23400,22
427,5,2,NA,NA,0,NA,NA
428,5,2,0,1,0,NA,NA
429,1,1,NA,NA,0,40000,NA
430,1,1,NA,NA,0,40000,NA
431,5,2,0,2,0,NA,27
432,1,1,0,4,0,19000,NA
433,1,1,1,2,0,19000,NA
434,1,1,0,2,0,15000,25
435,1,1,1,1,0,5000,NA
436,5,2,1,1,0,17000,-998
437,5,2,0,1,0,19260,23
438,6,2,1,1,0,12000,24
439,5,2,1,1,0,18000,33
440,1,1,NA,NA,0,30000,NA
441,1,1,1,4,0,18000,NA
442,5,2,0,3,0,14750,18
443,1,1,0,2,0,10000,25
444,5,2,1,1,0,40000,28
445,1,1,0,1,0,40000,43
446,6,2,1,1,0,7000,NA
447,1,1,1,3,0,10000,NA
448,1,1,NA,NA,0,10000,NA
449,5,2,1,1,0,30000,36
450,1,1,1,2,0,30000,NA
451,1,1,NA,NA,0,30000,NA
452,6,2,0,2,0,1800,29
453,1,1,0,2,0,30000,NA
454,5,2,1,1,0,NA,NA
455,5,2,1,1,0,NA,30
456,1,1,0,1,0,37000,-998
457,1,1,0,1,0,35500,32
458,5,2,1,1,0,40000,31
459,5,2,1,1,0,20000,27
460,5,2,1,2,0,10000,-998
461,1,1,1,1,0,40000,-998
462,5,2,1,2,0,NA,35
463,1,1,0,3,0,NA,NA
464,1,1,1,2,0,26000,23
465,5,2,0,2,0,17500,20
466,1,1,0,2,0,10025,23
467,5,2,0,2,0,70000,24
468,1,1,0,1,0,NA,30
469,4,1,1,3,0,NA,-998
470,2,1,0,1,0,5040,17
471,5,2,1,3,0,NA,20
472,5,2,1,1,0,NA,35
473,1,1,1,3,0,NA,17
474,5,2,1,2,0,NA,28
475,5,2,1,3,0,NA,29
476,5,2,1,1,0,20000,26
477,1,1,0,2,0,NA,20
478,6,2,1,3,0,28200,15
479,1,1,1,2,0,24000,22
480,1,1,0,2,0,30000,-998
481,1,1,1,1,0,30000,30
482,1,1,1,1,0,50000,29
483,1,1,1,2,0,52000,32
484,1,1,0,1,0,52000,27
485,5,2,1,3,0,24000,17
486,1,1,0,2,0,24000,-998
487,5,2,1,1,0,NA,NA
488,1,1,0,2,0,NA,26
489,1,1,0,2,0,30000,29
490,1,1,NA,NA,0,13740,NA
491,5,2,1,1,0,46000,14
492,5,2,0,1,0,46000,28
493,1,1,1,2,0,46000,36
494,5,2,1,2,0,30000,NA
495,5,2,1,2,0,30000,25
496,5,2,0,1,0,30000,-998
497,1,1,NA,NA,0,35000,NA
498,1,1,0,1,0,40000,29
499,5,2,0,3,0,40000,19
500,5,2,0,2,0,40000,-998
501,5,2,1,2,0,30000,36
502,1,1,1,1,0,30000,29
503,5,2,0,2,0,30000,19
504,5,2,0,3,0,30000,17
505,1,1,0,1,0,55000,25
506,5,2,0,2,0,55000,31
507,5,2,1,3,0,26000,23
508,1,1,NA,NA,0,26000,NA
509,1,1,NA,NA,0,32000,NA
510,5,2,NA,NA,0,30600,NA
511,1,1,NA,NA,0,30600,NA
512,1,1,0,3,0,34000,NA
513,3,1,1,3,1,8204,28
514,7,2,0,1,1,8204,23
515,5,2,NA,NA,0,24000,NA
516,3,1,0,2,1,7000,-998
517,3,1,0,2,1,7000,-998
518,3,1,0,1,1,7000,29
519,7,2,1,3,1,7000,25
520,3,1,1,3,1,35000,26
521,3,1,1,2,1,35000,-998
522,7,2,NA,NA,1,35000,NA
523,3,1,NA,NA,1,35000,36
524,3,1,NA,NA,1,NA,NA
525,7,2,NA,NA,1,NA,NA
526,1,1,0,2,0,37000,NA
527,5,2,1,3,0,14000,-998
528,5,2,1,2,0,NA,17
529,5,2,0,2,0,23780,NA
530,5,2,1,3,0,NA,17
531,1,1,1,2,0,10800,17
532,5,2,NA,NA,0,25000,NA
533,5,2,1,2,0,25000,33
534,1,1,0,3,0,22000,18
535,1,1,1,2,0,12000,NA
536,5,2,0,5,0,12000,25
537,1,1,NA,NA,0,12000,37
538,1,1,1,3,0,7000,NA
539,1,1,NA,NA,0,11000,NA
540,1,1,1,2,0,11000,NA
541,1,1,0,2,0,11000,23
542,5,2,0,3,0,23000,21
543,1,1,1,2,0,60000,-998
544,5,2,1,3,0,60000,28
545,1,1,NA,NA,0,50000,NA
546,5,2,0,1,0,25000,17
547,1,1,0,1,0,25000,23
548,5,2,0,2,0,27000,20
549,1,1,0,3,0,NA,31
550,5,2,1,2,0,22300,21
551,5,2,NA,NA,0,20000,NA
552,5,2,1,2,0,35000,24
553,1,1,0,1,0,35000,34
554,1,1,1,1,0,35000,27
555,1,1,0,1,0,13000,21
556,1,1,0,2,0,44000,NA
557,5,2,1,1,0,37000,28
558,5,2,1,2,0,37000,28
559,1,1,0,3,0,NA,29
560,1,1,0,1,0,33000,-998
561,5,2,1,1,0,60000,-998
562,1,1,0,2,0,45000,39
563,5,2,0,1,0,NA,NA
564,1,1,1,3,0,45000,-998
565,1,1,0,1,0,45000,-998
566,5,2,0,2,0,45000,NA
567,5,2,1,1,0,20000,30
568,5,2,1,1,0,NA,29
569,1,1,NA,NA,0,NA,NA
570,1,1,1,1,0,NA,25
571,1,1,1,4,0,NA,28
572,5,2,1,1,0,NA,NA
573,1,1,1,2,0,NA,-998
574,5,2,NA,NA,0,NA,NA
575,1,1,1,1,0,NA,NA
576,5,2,1,1,0,NA,29
577,5,2,1,1,0,NA,NA
578,1,1,0,1,0,NA,NA
579,5,2,0,1,0,30000,25
580,1,1,1,2,0,25000,NA
581,1,1,1,1,0,17300,NA
582,5,2,1,1,0,7000,27
583,1,1,1,2,0,8850,36
584,1,1,0,2,0,20000,NA
585,5,2,0,2,0,23000,16
586,2,1,NA,NA,0,5000,NA
587,2,1,0,2,0,9600,NA
588,6,2,NA,NA,0,9600,NA
589,6,2,0,NA,0,9600,NA
590,6,2,1,1,0,NA,16
591,8,2,0,3,0,NA,-998
592,1,1,1,1,0,12000,22
593,8,2,1,1,0,NA,15
594,3,1,0,1,1,4212,17
595,3,1,0,5,1,1400,NA
596,3,1,NA,NA,1,10000,NA
597,3,1,0,2,1,10000,-998
598,7,2,NA,NA,1,20000,NA
599,3,1,NA,NA,1,5000,NA
600,1,1,1,1,0,24000,NA
601,5,2,NA,NA,0,24000,NA
602,1,1,NA,NA,0,40000,NA
603,5,2,NA,NA,0,NA,NA
604,5,2,1,2,0,30000,21
605,1,1,1,3,0,35000,23
606,1,1,1,1,0,35000,39
607,1,1,NA,NA,0,33000,NA
608,5,2,1,2,0,30000,26
609,5,2,0,2,0,30000,-998
610,1,1,0,1,0,30000,NA
611,6,2,1,1,0,NA,24
612,6,2,0,1,0,4000,-998
613,1,1,0,4,0,11000,36
614,8,2,1,1,0,NA,20
615,5,2,1,3,0,27000,22
616,1,1,0,1,0,27000,NA
617,6,2,NA,NA,0,NA,NA
618,5,2,1,2,0,4070,NA
619,5,2,1,1,0,15170,17
620,3,1,0,1,1,18000,24
621,7,2,0,5,1,12000,26
622,7,2,1,2,1,5000,24
623,7,2,1,3,1,NA,18
624,3,1,0,1,1,NA,25
625,3,1,1,1,1,13000,14
626,5,2,0,3,0,NA,-998
627,5,2,1,3,0,20000,19
628,3,1,0,3,1,5300,-998
629,1,1,0,2,0,NA,-998
630,1,1,0,2,0,NA,23
631,1,1,0,3,0,6060,19
632,5,2,1,2,0,8060,17
633,1,1,NA,NA,0,9150,26
634,5,2,NA,NA,0,9150,24
635,5,2,1,3,0,NA,22
636,5,2,0,1,0,75001,-998
637,1,1,0,2,0,27000,NA
638,1,1,0,1,0,25000,23
639,1,1,1,1,0,25000,20
640,5,2,1,1,0,20000,22
641,1,1,0,1,0,28000,35
642,5,2,0,4,0,34000,25
643,5,2,NA,NA,0,34000,NA
644,1,1,0,1,0,6400,34
645,1,1,1,1,0,75001,28
646,5,2,1,4,0,15000,-998
647,1,1,0,1,0,40000,22
648,5,2,0,3,0,40000,20
649,1,1,1,3,0,6400,28
650,5,2,0,2,0,22000,31
651,1,1,NA,NA,0,12000,NA
652,5,2,NA,NA,0,12000,NA
653,1,1,0,2,0,20000,43
654,5,2,1,3,0,27000,23
655,5,2,1,1,0,55000,-998
656,5,2,0,1,0,11800,26
657,5,2,1,1,0,33000,33
658,1,1,1,2,0,11000,-998
659,1,1,0,1,0,4000,23
660,5,2,1,1,0,42000,NA
661,5,2,NA,NA,0,NA,NA
662,5,2,1,2,0,42000,26
663,1,1,0,1,0,20000,NA
664,5,2,1,2,0,52000,28
665,5,2,1,1,0,45000,35
666,1,1,1,2,0,35000,-998
667,1,1,0,2,0,35000,25
668,5,2,0,2,0,25000,19
669,1,1,0,1,0,24000,-998
670,5,2,0,2,0,24000,-998
671,3,1,1,1,1,16000,26
672,3,1,1,2,1,16000,-998
673,3,1,0,4,1,25000,19
674,3,1,1,2,1,25000,20
675,3,1,0,3,1,25000,18
676,3,1,NA,NA,1,25000,17
677,7,2,1,1,1,4000,23
678,3,1,NA,NA,1,15000,17
679,3,1,0,4,1,5000,-998
680,7,2,0,2,1,5000,NA
681,3,1,0,2,1,5000,17
682,7,2,1,2,1,5000,NA
683,7,2,1,2,1,16000,-998
684,1,1,1,1,0,30000,23
685,1,1,1,5,0,30000,-998
686,1,1,1,2,0,30000,-998
687,1,1,0,2,0,NA,-998
688,5,2,1,3,0,15000,23
689,5,2,NA,NA,0,15000,NA
690,1,1,0,2,0,NA,28
691,5,2,NA,NA,0,20000,NA
692,5,2,0,3,0,20000,19
693,1,1,NA,NA,0,26500,NA
694,5,2,NA,NA,0,26500,NA
695,1,1,0,1,0,NA,NA
696,5,2,NA,NA,0,NA,NA
697,1,1,0,1,0,25000,22
698,5,2,1,3,0,NA,17
699,5,2,1,3,0,NA,-998
700,1,1,NA,NA,0,NA,NA
701,1,1,1,4,0,10000,-998
702,1,1,0,2,0,10000,-998
703,5,2,1,4,0,16300,18
704,5,2,1,1,0,16000,22
705,1,1,NA,NA,0,4000,NA
706,6,2,1,1,0,27000,19
707,1,1,0,1,0,18000,27
708,6,2,1,1,0,2946,20
709,2,1,1,1,0,10000,27
710,1,1,NA,NA,0,NA,NA
711,1,1,0,2,0,25000,-998
712,5,2,1,4,0,50000,24
713,5,2,0,2,0,14049,NA
714,1,1,0,2,0,14049,21
715,1,1,0,3,0,NA,18
716,1,1,1,3,0,27000,-998
717,1,1,0,2,0,30000,19
718,1,1,1,2,0,40000,NA
719,1,1,0,1,0,20000,-998
720,5,2,0,2,0,23700,19
721,5,2,1,4,0,20000,23
722,1,1,1,3,0,60000,NA
723,5,2,1,2,0,60000,-998
724,5,2,0,2,0,40000,24
725,1,1,0,1,0,40000,18
726,5,2,1,2,0,12000,NA
727,1,1,1,2,0,12000,NA
728,1,1,0,1,0,13000,21
729,1,1,1,3,0,NA,24
730,1,1,1,2,0,30000,23
731,1,1,0,3,0,10000,23
732,1,1,1,1,0,50000,30
733,5,2,1,3,0,50000,21
734,8,2,1,3,0,19000,NA
735,1,1,0,1,0,17000,21
736,5,2,0,1,0,17000,20
737,1,1,0,2,0,NA,27
738,1,1,NA,NA,0,15035,NA
739,5,2,1,1,0,15355,19
740,5,2,1,1,0,35000,20
741,1,1,1,2,0,5000,NA
742,1,1,0,1,0,2400,34
743,5,2,0,2,0,40000,32
744,7,2,1,1,1,NA,20
745,7,2,0,2,1,25000,-998
746,5,2,1,2,0,26200,26
747,1,1,0,4,0,26200,-998
748,5,2,0,3,0,40000,-998
749,1,1,NA,NA,0,30000,NA
750,1,1,0,2,0,NA,NA
751,1,1,0,1,0,0,-998
752,6,2,1,1,0,4250,32
753,3,1,1,2,1,9000,16
754,3,1,NA,NA,1,7000,NA
755,8,2,1,1,0,11000,17
756,8,2,0,2,0,11000,19
757,7,2,1,1,1,5328,18
758,7,2,0,1,1,20000,23
759,7,2,0,2,1,20000,17
760,3,1,NA,NA,1,20000,NA
761,5,2,1,1,0,3150,20
762,4,1,1,2,0,25500,24
763,4,1,1,3,0,25500,-998
764,8,2,1,2,0,25500,18
765,4,1,NA,NA,0,25500,NA
766,1,1,0,1,0,38500,NA
767,1,1,NA,NA,0,19000,NA
768,5,2,1,1,0,NA,17
769,1,1,0,4,0,35000,29
770,5,2,1,4,0,35000,19
771,1,1,NA,NA,0,20000,NA
772,1,1,0,1,0,14510,-998
773,1,1,NA,NA,0,20000,NA
774,1,1,0,2,0,26000,NA
775,5,2,1,2,0,7240,26
776,1,1,0,2,0,23000,-998
777,1,1,1,2,0,23000,31
778,1,1,1,5,0,23000,36
779,5,2,0,2,0,20000,24
780,1,1,NA,NA,0,34078,NA
781,5,2,NA,NA,0,42000,NA
782,4,1,0,2,0,NA,NA
783,8,2,1,1,0,17000,NA
784,4,1,1,3,0,17000,25
785,5,2,NA,NA,0,18000,NA
786,1,1,NA,NA,0,18000,NA
787,5,2,NA,NA,0,18000,NA
788,5,2,NA,NA,0,32000,NA
789,5,2,0,3,0,50000,22
790,5,2,1,4,0,22000,NA
791,1,1,0,3,0,24000,-998
792,5,2,1,1,0,25000,22
793,1,1,0,2,0,50000,-998
794,1,1,NA,NA,0,5500,NA
795,1,1,NA,NA,0,45000,NA
796,1,1,1,1,0,40000,-998
797,1,1,1,1,0,40000,24
798,5,2,1,2,0,26000,-998
799,1,1,1,2,0,26000,33
800,1,1,0,1,0,29000,26
801,5,2,1,1,0,20000,21
802,1,1,1,1,0,20000,22
803,5,2,1,1,0,30000,18
804,5,2,1,2,0,30000,21
805,5,2,0,1,0,26624,NA
806,1,1,0,2,0,30000,NA
807,1,1,0,2,0,30000,27
808,5,2,NA,NA,0,35000,NA
809,1,1,1,1,0,35000,NA
810,5,2,1,1,0,35000,28
811,5,2,1,2,0,30000,34
812,5,2,1,1,0,21000,25
813,1,1,1,2,0,35000,-998
814,5,2,0,1,0,45000,24
815,1,1,1,2,0,25000,NA
816,5,2,1,1,0,31000,NA
817,1,1,1,1,0,30000,29
818,1,1,0,1,0,41000,34
819,1,1,0,2,0,NA,NA
820,5,2,0,1,0,30000,36
821,5,2,0,1,0,65000,-998
822,1,1,0,3,0,60000,NA
823,1,1,0,2,0,NA,NA
824,5,2,NA,NA,0,35000,NA
825,1,1,1,2,0,40000,29
826,1,1,1,1,0,50000,NA
827,1,1,1,1,0,30000,33
828,5,2,0,1,0,30000,28
829,5,2,1,2,0,5410,31
830,7,2,1,2,1,8000,19
831,7,2,NA,NA,1,11000,NA
832,3,1,1,1,1,16000,25
833,3,1,0,1,1,NA,24
834,7,2,0,2,1,NA,24
835,7,2,0,2,1,15000,21
836,8,2,1,4,0,744,18
837,3,1,NA,NA,1,NA,NA
838,4,1,0,3,0,32000,20
839,7,2,1,3,1,14000,33
840,7,2,NA,NA,1,7500,NA
841,5,2,0,1,0,NA,22
842,5,2,1,5,0,NA,18
843,5,2,0,3,0,17000,19
844,1,1,1,3,0,17000,25
845,5,2,1,1,0,NA,15
846,5,2,NA,NA,0,12000,NA
847,3,1,0,2,1,30000,40
848,5,2,1,3,0,14000,20
849,5,2,0,1,0,12000,-998
850,1,1,0,3,0,12000,23
851,1,1,0,1,0,7950,21
852,5,2,0,3,0,NA,21
853,1,1,NA,NA,0,35000,NA
854,5,2,1,2,0,35000,23
855,5,2,1,2,0,20000,24
856,5,2,1,1,0,25000,22
857,5,2,0,1,0,20000,-998
858,5,2,NA,NA,0,20000,NA
859,1,1,0,2,0,25000,-998
860,1,1,1,3,0,25000,32
861,5,2,1,3,0,15000,-998
862,5,2,1,1,0,10700,19
863,1,1,1,2,0,60000,28
864,1,1,NA,NA,0,60000,NA
865,1,1,1,2,0,NA,NA
866,5,2,1,1,0,21000,20
867,5,2,NA,NA,0,NA,NA
868,1,1,1,1,0,NA,34
869,5,2,NA,NA,0,40000,NA
870,1,1,1,2,0,15000,NA
871,1,1,0,3,0,15000,22
872,1,1,1,1,0,30000,34
873,1,1,NA,NA,0,30000,NA
874,1,1,1,3,0,30000,30
875,5,2,1,2,0,5000,NA
876,5,2,0,2,0,5090,NA
877,1,1,0,2,0,38000,38
878,5,2,1,2,0,38000,NA
879,5,2,0,1,0,25000,29
880,5,2,1,3,0,NA,25
881,1,1,0,2,0,40000,28
882,1,1,1,2,0,38000,31
883,5,2,0,2,0,38000,-998
884,5,2,1,2,0,21000,-998
885,1,1,1,1,0,21000,-998
886,5,2,1,2,0,NA,36
887,5,2,0,3,0,NA,26
888,1,1,0,1,0,12250,21
889,5,2,0,4,0,12600,21
890,1,1,1,2,0,40000,26
891,1,1,0,2,0,4452,24
892,5,2,1,4,0,21000,-998
893,5,2,1,3,0,NA,25
894,5,2,NA,NA,0,NA,NA
895,5,2,0,2,0,NA,NA
896,5,2,1,2,0,25000,26
897,5,2,0,1,0,28000,-998
898,5,2,0,2,0,28000,25
899,1,1,0,1,0,10000,27
900,5,2,1,2,0,NA,26
901,5,2,NA,NA,0,NA,NA
902,1,1,0,1,0,25000,28
903,1,1,0,3,0,75001,-998
904,5,2,NA,NA,0,NA,NA
905,5,2,NA,NA,0,20000,NA
906,5,2,1,1,0,20000,30
907,1,1,1,1,0,20000,-998
908,1,1,0,2,0,20000,39
909,5,2,0,2,0,20000,-998
910,3,1,0,3,1,10870,25
911,3,1,0,3,1,3000,NA
912,5,2,1,1,0,19000,26
913,1,1,1,2,0,19000,34
914,8,2,1,1,0,37000,30
915,8,2,1,2,0,37000,-998
916,1,1,1,1,0,70000,27
917,1,1,0,2,0,28000,21
918,5,2,0,4,0,28000,24
919,1,1,0,4,0,17000,20
920,1,1,0,1,0,17000,-998
921,1,1,0,3,0,17000,21
922,1,1,0,1,0,21000,26
923,5,2,1,2,0,21000,22
924,1,1,1,1,0,29000,30
925,1,1,1,2,0,NA,28
926,5,2,1,1,0,50000,-998
927,1,1,NA,NA,0,14000,NA
928,6,2,0,1,0,NA,20
929,1,1,0,2,0,20000,42
930,8,2,0,3,0,NA,17
931,1,1,1,3,0,11670,20
932,5,2,1,2,0,11601,18
933,2,1,NA,NA,0,24000,NA
934,1,1,1,3,0,24000,24
935,5,2,0,3,0,25000,26
936,5,2,0,1,0,25000,25
937,1,1,0,1,0,25000,30
938,1,1,0,2,0,25000,-998
939,5,2,0,3,0,NA,20
940,5,2,0,3,0,NA,NA
941,1,1,1,2,0,35000,31
942,5,2,1,1,0,15000,27
943,5,2,1,1,0,34300,NA
944,2,1,1,5,0,6000,-998
945,1,1,1,1,0,20000,-998
946,1,1,NA,NA,0,20000,NA
947,1,1,0,1,0,17000,26
948,1,1,NA,NA,0,20000,NA
949,5,2,1,2,0,21000,20
950,5,2,1,2,0,21000,30
951,1,1,0,1,0,18000,29
952,5,2,1,1,0,18000,18
953,5,2,0,1,0,NA,19
954,5,2,1,1,0,NA,37
955,1,1,1,2,0,25000,-998
956,1,1,1,4,0,25000,NA
957,1,1,NA,NA,0,21000,NA
958,1,1,0,2,0,45000,-998
959,1,1,0,1,0,75001,28
960,1,1,0,1,0,75001,30
961,1,1,0,2,0,75001,33
962,5,2,1,2,0,75001,21
963,5,2,0,2,0,75001,-998
964,5,2,1,1,0,75001,26
965,1,1,1,2,0,15000,NA
966,5,2,1,3,0,15000,NA
967,5,2,1,1,0,15000,28
968,1,1,0,2,0,20000,38
969,5,2,1,3,0,33000,-998
970,1,1,1,1,0,33000,20
971,5,2,1,3,0,33000,31
972,5,2,0,2,0,33000,-998
973,1,1,1,2,0,21000,-998
974,5,2,1,1,0,18000,28
975,5,2,NA,NA,0,18000,NA
976,5,2,1,2,0,45000,-998
977,1,1,0,1,0,NA,20
978,6,2,0,1,0,NA,25
979,5,2,1,1,0,13000,21
980,1,1,1,2,0,NA,23
981,5,2,0,3,0,NA,26
982,5,2,1,2,0,NA,-998
983,2,1,NA,NA,0,3000,NA
984,2,1,1,2,0,9400,34
985,2,1,0,2,0,35000,29
986,7,2,NA,NA,1,15000,NA
987,1,1,NA,NA,0,NA,NA
988,7,2,0,2,1,NA,15
989,5,2,NA,NA,0,60000,NA
990,1,1,0,2,0,7010,29
991,5,2,NA,NA,0,60000,NA
992,5,2,0,1,0,17000,18
993,1,1,NA,NA,0,13409,NA
994,1,1,NA,NA,0,13160,-998
995,5,2,1,2,0,19900,13
996,1,1,1,3,0,17000,NA
